Admission Type,Year,Admissions,Service Type,Hospital Admissions,Facility Type,Number of Beds
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Day Surgeries,339933,Nursing Homes,14918
Public Sector Hospital Admissions,2018,464487,Acute Hospitals Admissions,584819,Acute Hospitals,10826
Public Sector Hospital Admissions,2018,464487,Acute Hospitals Admissions,584819,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2018,464487,Acute Hospitals Admissions,584819,Community Hospitals,1778
Public Sector Hospital Admissions,2018,464487,Acute Hospitals Admissions,584819,Nursing Homes,15205
Public Sector Hospital Admissions,2018,464487,Psychiatric Hospitals Admissions,9215,Acute Hospitals,10826
Public Sector Hospital Admissions,2018,464487,Psychiatric Hospitals Admissions,9215,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2018,464487,Psychiatric Hospitals Admissions,9215,Community Hospitals,1778
Public Sector Hospital Admissions,2018,464487,Psychiatric Hospitals Admissions,9215,Nursing Homes,15205
Public Sector Hospital Admissions,2018,464487,Community Hospitals Admissions,17899,Acute Hospitals,10826
Public Sector Hospital Admissions,2018,464487,Community Hospitals Admissions,17899,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2018,464487,Community Hospitals Admissions,17899,Community Hospitals,1778
Public Sector Hospital Admissions,2018,464487,Community Hospitals Admissions,17899,Nursing Homes,15205
Public Sector Hospital Admissions,2018,464487,Specialist Outpatient Clinics,5106088,Acute Hospitals,10826
Public Sector Hospital Admissions,2018,464487,Specialist Outpatient Clinics,5106088,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2018,464487,Specialist Outpatient Clinics,5106088,Community Hospitals,1778
Public Sector Hospital Admissions,2018,464487,Specialist Outpatient Clinics,5106088,Nursing Homes,15205
Public Sector Hospital Admissions,2018,464487,Accident & Emergency Departments,1005403,Acute Hospitals,10826
Public Sector Hospital Admissions,2018,464487,Accident & Emergency Departments,1005403,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2018,464487,Accident & Emergency Departments,1005403,Community Hospitals,1778
Public Sector Hospital Admissions,2018,464487,Accident & Emergency Departments,1005403,Nursing Homes,15205
Public Sector Hospital Admissions,2018,464487,Polyclinics,6323814,Acute Hospitals,10826
Public Sector Hospital Admissions,2018,464487,Polyclinics,6323814,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2018,464487,Polyclinics,6323814,Community Hospitals,1778
Public Sector Hospital Admissions,2018,464487,Polyclinics,6323814,Nursing Homes,15205
Public Sector Hospital Admissions,2018,464487,Dental Clinics,1083669,Acute Hospitals,10826
Public Sector Hospital Admissions,2018,464487,Dental Clinics,1083669,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2018,464487,Dental Clinics,1083669,Community Hospitals,1778
Public Sector Hospital Admissions,2018,464487,Dental Clinics,1083669,Nursing Homes,15205
Public Sector Hospital Admissions,2018,464487,Day Surgeries,351615,Acute Hospitals,10826
Public Sector Hospital Admissions,2018,464487,Day Surgeries,351615,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2018,464487,Day Surgeries,351615,Community Hospitals,1778
Public Sector Hospital Admissions,2018,464487,Day Surgeries,351615,Nursing Homes,15205
    National University Hospital,2018,70793,Acute Hospitals Admissions,584819,Acute Hospitals,10826
    National University Hospital,2018,70793,Acute Hospitals Admissions,584819,Psychiatric Hospitals,1950
    National University Hospital,2018,70793,Acute Hospitals Admissions,584819,Community Hospitals,1778
    National University Hospital,2018,70793,Acute Hospitals Admissions,584819,Nursing Homes,15205
    National University Hospital,2018,70793,Psychiatric Hospitals Admissions,9215,Acute Hospitals,10826
    National University Hospital,2018,70793,Psychiatric Hospitals Admissions,9215,Psychiatric Hospitals,1950
    National University Hospital,2018,70793,Psychiatric Hospitals Admissions,9215,Community Hospitals,1778
    National University Hospital,2018,70793,Psychiatric Hospitals Admissions,9215,Nursing Homes,15205
    National University Hospital,2018,70793,Community Hospitals Admissions,17899,Acute Hospitals,10826
    National University Hospital,2018,70793,Community Hospitals Admissions,17899,Psychiatric Hospitals,1950
    National University Hospital,2018,70793,Community Hospitals Admissions,17899,Community Hospitals,1778
    National University Hospital,2018,70793,Community Hospitals Admissions,17899,Nursing Homes,15205
    National University Hospital,2018,70793,Specialist Outpatient Clinics,5106088,Acute Hospitals,10826
    National University Hospital,2018,70793,Specialist Outpatient Clinics,5106088,Psychiatric Hospitals,1950
    National University Hospital,2018,70793,Specialist Outpatient Clinics,5106088,Community Hospitals,1778
    National University Hospital,2018,70793,Specialist Outpatient Clinics,5106088,Nursing Homes,15205
    National University Hospital,2018,70793,Accident & Emergency Departments,1005403,Acute Hospitals,10826
    National University Hospital,2018,70793,Accident & Emergency Departments,1005403,Psychiatric Hospitals,1950
    National University Hospital,2018,70793,Accident & Emergency Departments,1005403,Community Hospitals,1778
    National University Hospital,2018,70793,Accident & Emergency Departments,1005403,Nursing Homes,15205
    National University Hospital,2018,70793,Polyclinics,6323814,Acute Hospitals,10826
    National University Hospital,2018,70793,Polyclinics,6323814,Psychiatric Hospitals,1950
    National University Hospital,2018,70793,Polyclinics,6323814,Community Hospitals,1778
    National University Hospital,2018,70793,Polyclinics,6323814,Nursing Homes,15205
    National University Hospital,2018,70793,Dental Clinics,1083669,Acute Hospitals,10826
    National University Hospital,2018,70793,Dental Clinics,1083669,Psychiatric Hospitals,1950
    National University Hospital,2018,70793,Dental Clinics,1083669,Community Hospitals,1778
    National University Hospital,2018,70793,Dental Clinics,1083669,Nursing Homes,15205
    National University Hospital,2018,70793,Day Surgeries,351615,Acute Hospitals,10826
    National University Hospital,2018,70793,Day Surgeries,351615,Psychiatric Hospitals,1950
    National University Hospital,2018,70793,Day Surgeries,351615,Community Hospitals,1778
    National University Hospital,2018,70793,Day Surgeries,351615,Nursing Homes,15205
    Singapore General Hospital,2018,81357,Acute Hospitals Admissions,584819,Acute Hospitals,10826
    Singapore General Hospital,2018,81357,Acute Hospitals Admissions,584819,Psychiatric Hospitals,1950
    Singapore General Hospital,2018,81357,Acute Hospitals Admissions,584819,Community Hospitals,1778
    Singapore General Hospital,2018,81357,Acute Hospitals Admissions,584819,Nursing Homes,15205
    Singapore General Hospital,2018,81357,Psychiatric Hospitals Admissions,9215,Acute Hospitals,10826
    Singapore General Hospital,2018,81357,Psychiatric Hospitals Admissions,9215,Psychiatric Hospitals,1950
    Singapore General Hospital,2018,81357,Psychiatric Hospitals Admissions,9215,Community Hospitals,1778
    Singapore General Hospital,2018,81357,Psychiatric Hospitals Admissions,9215,Nursing Homes,15205
    Singapore General Hospital,2018,81357,Community Hospitals Admissions,17899,Acute Hospitals,10826
    Singapore General Hospital,2018,81357,Community Hospitals Admissions,17899,Psychiatric Hospitals,1950
    Singapore General Hospital,2018,81357,Community Hospitals Admissions,17899,Community Hospitals,1778
    Singapore General Hospital,2018,81357,Community Hospitals Admissions,17899,Nursing Homes,15205
    Singapore General Hospital,2018,81357,Specialist Outpatient Clinics,5106088,Acute Hospitals,10826
    Singapore General Hospital,2018,81357,Specialist Outpatient Clinics,5106088,Psychiatric Hospitals,1950
    Singapore General Hospital,2018,81357,Specialist Outpatient Clinics,5106088,Community Hospitals,1778
    Singapore General Hospital,2018,81357,Specialist Outpatient Clinics,5106088,Nursing Homes,15205
    Singapore General Hospital,2018,81357,Accident & Emergency Departments,1005403,Acute Hospitals,10826
    Singapore General Hospital,2018,81357,Accident & Emergency Departments,1005403,Psychiatric Hospitals,1950
    Singapore General Hospital,2018,81357,Accident & Emergency Departments,1005403,Community Hospitals,1778
    Singapore General Hospital,2018,81357,Accident & Emergency Departments,1005403,Nursing Homes,15205
    Singapore General Hospital,2018,81357,Polyclinics,6323814,Acute Hospitals,10826
    Singapore General Hospital,2018,81357,Polyclinics,6323814,Psychiatric Hospitals,1950
    Singapore General Hospital,2018,81357,Polyclinics,6323814,Community Hospitals,1778
    Singapore General Hospital,2018,81357,Polyclinics,6323814,Nursing Homes,15205
    Singapore General Hospital,2018,81357,Dental Clinics,1083669,Acute Hospitals,10826
    Singapore General Hospital,2018,81357,Dental Clinics,1083669,Psychiatric Hospitals,1950
    Singapore General Hospital,2018,81357,Dental Clinics,1083669,Community Hospitals,1778
    Singapore General Hospital,2018,81357,Dental Clinics,1083669,Nursing Homes,15205
    Singapore General Hospital,2018,81357,Day Surgeries,351615,Acute Hospitals,10826
    Singapore General Hospital,2018,81357,Day Surgeries,351615,Psychiatric Hospitals,1950
    Singapore General Hospital,2018,81357,Day Surgeries,351615,Community Hospitals,1778
    Singapore General Hospital,2018,81357,Day Surgeries,351615,Nursing Homes,15205
    Tan Tock Seng Hospital,2018,59019,Acute Hospitals Admissions,584819,Acute Hospitals,10826
    Tan Tock Seng Hospital,2018,59019,Acute Hospitals Admissions,584819,Psychiatric Hospitals,1950
    Tan Tock Seng Hospital,2018,59019,Acute Hospitals Admissions,584819,Community Hospitals,1778
    Tan Tock Seng Hospital,2018,59019,Acute Hospitals Admissions,584819,Nursing Homes,15205
    Tan Tock Seng Hospital,2018,59019,Psychiatric Hospitals Admissions,9215,Acute Hospitals,10826
    Tan Tock Seng Hospital,2018,59019,Psychiatric Hospitals Admissions,9215,Psychiatric Hospitals,1950
    Tan Tock Seng Hospital,2018,59019,Psychiatric Hospitals Admissions,9215,Community Hospitals,1778
    Tan Tock Seng Hospital,2018,59019,Psychiatric Hospitals Admissions,9215,Nursing Homes,15205
    Tan Tock Seng Hospital,2018,59019,Community Hospitals Admissions,17899,Acute Hospitals,10826
    Tan Tock Seng Hospital,2018,59019,Community Hospitals Admissions,17899,Psychiatric Hospitals,1950
    Tan Tock Seng Hospital,2018,59019,Community Hospitals Admissions,17899,Community Hospitals,1778
    Tan Tock Seng Hospital,2018,59019,Community Hospitals Admissions,17899,Nursing Homes,15205
    Tan Tock Seng Hospital,2018,59019,Specialist Outpatient Clinics,5106088,Acute Hospitals,10826
    Tan Tock Seng Hospital,2018,59019,Specialist Outpatient Clinics,5106088,Psychiatric Hospitals,1950
    Tan Tock Seng Hospital,2018,59019,Specialist Outpatient Clinics,5106088,Community Hospitals,1778
    Tan Tock Seng Hospital,2018,59019,Specialist Outpatient Clinics,5106088,Nursing Homes,15205
    Tan Tock Seng Hospital,2018,59019,Accident & Emergency Departments,1005403,Acute Hospitals,10826
    Tan Tock Seng Hospital,2018,59019,Accident & Emergency Departments,1005403,Psychiatric Hospitals,1950
    Tan Tock Seng Hospital,2018,59019,Accident & Emergency Departments,1005403,Community Hospitals,1778
    Tan Tock Seng Hospital,2018,59019,Accident & Emergency Departments,1005403,Nursing Homes,15205
    Tan Tock Seng Hospital,2018,59019,Polyclinics,6323814,Acute Hospitals,10826
    Tan Tock Seng Hospital,2018,59019,Polyclinics,6323814,Psychiatric Hospitals,1950
    Tan Tock Seng Hospital,2018,59019,Polyclinics,6323814,Community Hospitals,1778
    Tan Tock Seng Hospital,2018,59019,Polyclinics,6323814,Nursing Homes,15205
    Tan Tock Seng Hospital,2018,59019,Dental Clinics,1083669,Acute Hospitals,10826
    Tan Tock Seng Hospital,2018,59019,Dental Clinics,1083669,Psychiatric Hospitals,1950
    Tan Tock Seng Hospital,2018,59019,Dental Clinics,1083669,Community Hospitals,1778
    Tan Tock Seng Hospital,2018,59019,Dental Clinics,1083669,Nursing Homes,15205
    Tan Tock Seng Hospital,2018,59019,Day Surgeries,351615,Acute Hospitals,10826
    Tan Tock Seng Hospital,2018,59019,Day Surgeries,351615,Psychiatric Hospitals,1950
    Tan Tock Seng Hospital,2018,59019,Day Surgeries,351615,Community Hospitals,1778
    Tan Tock Seng Hospital,2018,59019,Day Surgeries,351615,Nursing Homes,15205
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Acute Hospitals Admissions,584819,Acute Hospitals,10826
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Acute Hospitals Admissions,584819,Psychiatric Hospitals,1950
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Acute Hospitals Admissions,584819,Community Hospitals,1778
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Acute Hospitals Admissions,584819,Nursing Homes,15205
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Psychiatric Hospitals Admissions,9215,Acute Hospitals,10826
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Psychiatric Hospitals Admissions,9215,Psychiatric Hospitals,1950
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Psychiatric Hospitals Admissions,9215,Community Hospitals,1778
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Psychiatric Hospitals Admissions,9215,Nursing Homes,15205
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Community Hospitals Admissions,17899,Acute Hospitals,10826
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Community Hospitals Admissions,17899,Psychiatric Hospitals,1950
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Community Hospitals Admissions,17899,Community Hospitals,1778
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Community Hospitals Admissions,17899,Nursing Homes,15205
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Specialist Outpatient Clinics,5106088,Acute Hospitals,10826
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Specialist Outpatient Clinics,5106088,Psychiatric Hospitals,1950
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Specialist Outpatient Clinics,5106088,Community Hospitals,1778
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Specialist Outpatient Clinics,5106088,Nursing Homes,15205
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Accident & Emergency Departments,1005403,Acute Hospitals,10826
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Accident & Emergency Departments,1005403,Psychiatric Hospitals,1950
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Accident & Emergency Departments,1005403,Community Hospitals,1778
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Accident & Emergency Departments,1005403,Nursing Homes,15205
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Polyclinics,6323814,Acute Hospitals,10826
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Polyclinics,6323814,Psychiatric Hospitals,1950
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Polyclinics,6323814,Community Hospitals,1778
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Polyclinics,6323814,Nursing Homes,15205
    Institute Of Mental Health / Woodbridge Hospital,2018,9215,Dental Clinics,1083669,Acute Hospitals,10826
