Admission Type,Year,Admissions,Service Type,Hospital Admissions,Facility Type,Number of Beds,Admissions per Bed,Overcapacity
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Accident & Emergency Departments,993458,Acute Hospitals,10340,7.069825918762089,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Accident & Emergency Departments,993458,Psychiatric Hospitals,1950,37.48820512820513,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Accident & Emergency Departments,993458,Community Hospitals,1663,43.9579073962718,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Accident & Emergency Departments,993458,Nursing Homes,14918,4.900254725834563,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Polyclinics,5925787,Acute Hospitals,10340,7.069825918762089,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Polyclinics,5925787,Psychiatric Hospitals,1950,37.48820512820513,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Polyclinics,5925787,Community Hospitals,1663,43.9579073962718,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Polyclinics,5925787,Nursing Homes,14918,4.900254725834563,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Dental Clinics,1067080,Acute Hospitals,10340,7.069825918762089,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Dental Clinics,1067080,Psychiatric Hospitals,1950,37.48820512820513,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Dental Clinics,1067080,Community Hospitals,1663,43.9579073962718,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Dental Clinics,1067080,Nursing Homes,14918,4.900254725834563,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Day Surgeries,339933,Acute Hospitals,10340,7.069825918762089,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Day Surgeries,339933,Psychiatric Hospitals,1950,37.48820512820513,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Day Surgeries,339933,Community Hospitals,1663,43.9579073962718,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Day Surgeries,339933,Nursing Homes,14918,4.900254725834563,No
Public Sector Hospital Admissions,2018,464487,Acute Hospitals Admissions,584819,Acute Hospitals,10826,42.9047663033438,Yes
Public Sector Hospital Admissions,2018,464487,Acute Hospitals Admissions,584819,Psychiatric Hospitals,1950,238.19846153846154,Yes
Public Sector Hospital Admissions,2018,464487,Acute Hospitals Admissions,584819,Community Hospitals,1778,261.24128233970754,Yes
Public Sector Hospital Admissions,2018,464487,Acute Hospitals Admissions,584819,Nursing Homes,15205,30.548306478132194,Yes
Public Sector Hospital Admissions,2018,464487,Psychiatric Hospitals Admissions,9215,Acute Hospitals,10826,42.9047663033438,Yes
Public Sector Hospital Admissions,2018,464487,Psychiatric Hospitals Admissions,9215,Psychiatric Hospitals,1950,238.19846153846154,Yes
Public Sector Hospital Admissions,2018,464487,Psychiatric Hospitals Admissions,9215,Community Hospitals,1778,261.24128233970754,Yes
Public Sector Hospital Admissions,2018,464487,Psychiatric Hospitals Admissions,9215,Nursing Homes,15205,30.548306478132194,Yes
Public Sector Hospital Admissions,2018,464487,Community Hospitals Admissions,17899,Acute Hospitals,10826,42.9047663033438,Yes
Public Sector Hospital Admissions,2018,464487,Community Hospitals Admissions,17899,Psychiatric Hospitals,1950,238.19846153846154,Yes
Public Sector Hospital Admissions,2018,464487,Community Hospitals Admissions,17899,Community Hospitals,1778,261.24128233970754,Yes
Public Sector Hospital Admissions,2018,464487,Community Hospitals Admissions,17899,Nursing Homes,15205,30.548306478132194,Yes
Public Sector Hospital Admissions,2018,464487,Specialist Outpatient Clinics,5106088,Acute Hospitals,10826,42.9047663033438,Yes
Public Sector Hospital Admissions,2018,464487,Specialist Outpatient Clinics,5106088,Psychiatric Hospitals,1950,238.19846153846154,Yes
Public Sector Hospital Admissions,2018,464487,Specialist Outpatient Clinics,5106088,Community Hospitals,1778,261.24128233970754,Yes
Public Sector Hospital Admissions,2018,464487,Specialist Outpatient Clinics,5106088,Nursing Homes,15205,30.548306478132194,Yes
Public Sector Hospital Admissions,2018,464487,Accident & Emergency Departments,1005403,Acute Hospitals,10826,42.9047663033438,Yes
Public Sector Hospital Admissions,2018,464487,Accident & Emergency Departments,1005403,Psychiatric Hospitals,1950,238.19846153846154,Yes
Public Sector Hospital Admissions,2018,464487,Accident & Emergency Departments,1005403,Community Hospitals,1778,261.24128233970754,Yes
Public Sector Hospital Admissions,2018,464487,Accident & Emergency Departments,1005403,Nursing Homes,15205,30.548306478132194,Yes
Public Sector Hospital Admissions,2018,464487,Polyclinics,6323814,Acute Hospitals,10826,42.9047663033438,Yes
Public Sector Hospital Admissions,2018,464487,Polyclinics,6323814,Psychiatric Hospitals,1950,238.19846153846154,Yes
Public Sector Hospital Admissions,2018,464487,Polyclinics,6323814,Community Hospitals,1778,261.24128233970754,Yes
Public Sector Hospital Admissions,2018,464487,Polyclinics,6323814,Nursing Homes,15205,30.548306478132194,Yes
Public Sector Hospital Admissions,2018,464487,Dental Clinics,1083669,Acute Hospitals,10826,42.9047663033438,Yes
Public Sector Hospital Admissions,2018,464487,Dental Clinics,1083669,Psychiatric Hospitals,1950,238.19846153846154,Yes
Public Sector Hospital Admissions,2018,464487,Dental Clinics,1083669,Community Hospitals,1778,261.24128233970754,Yes
Public Sector Hospital Admissions,2018,464487,Dental Clinics,1083669,Nursing Homes,15205,30.548306478132194,Yes
Public Sector Hospital Admissions,2018,464487,Day Surgeries,351615,Acute Hospitals,10826,42.9047663033438,Yes
Public Sector Hospital Admissions,2018,464487,Day Surgeries,351615,Psychiatric Hospitals,1950,238.19846153846154,Yes
Public Sector Hospital Admissions,2018,464487,Day Surgeries,351615,Community Hospitals,1778,261.24128233970754,Yes
Public Sector Hospital Admissions,2018,464487,Day Surgeries,351615,Nursing Homes,15205,30.548306478132194,Yes
    National University Hospital,2018,70793,Acute Hospitals Admissions,584819,Acute Hospitals,10826,6.539164973212636,No
    National University Hospital,2018,70793,Acute Hospitals Admissions,584819,Psychiatric Hospitals,1950,36.304102564102564,Yes
    National University Hospital,2018,70793,Acute Hospitals Admissions,584819,Community Hospitals,1778,39.816085489313835,Yes
    National University Hospital,2018,70793,Acute Hospitals Admissions,584819,Nursing Homes,15205,4.655902663597501,No
    National University Hospital,2018,70793,Psychiatric Hospitals Admissions,9215,Acute Hospitals,10826,6.539164973212636,No
    National University Hospital,2018,70793,Psychiatric Hospitals Admissions,9215,Psychiatric Hospitals,1950,36.304102564102564,Yes
    National University Hospital,2018,70793,Psychiatric Hospitals Admissions,9215,Community Hospitals,1778,39.816085489313835,Yes
    National University Hospital,2018,70793,Psychiatric Hospitals Admissions,9215,Nursing Homes,15205,4.655902663597501,No
    National University Hospital,2018,70793,Community Hospitals Admissions,17899,Acute Hospitals,10826,6.539164973212636,No
    National University Hospital,2018,70793,Community Hospitals Admissions,17899,Psychiatric Hospitals,1950,36.304102564102564,Yes
    National University Hospital,2018,70793,Community Hospitals Admissions,17899,Community Hospitals,1778,39.816085489313835,Yes
    National University Hospital,2018,70793,Community Hospitals Admissions,17899,Nursing Homes,15205,4.655902663597501,No
    National University Hospital,2018,70793,Specialist Outpatient Clinics,5106088,Acute Hospitals,10826,6.539164973212636,No
    National University Hospital,2018,70793,Specialist Outpatient Clinics,5106088,Psychiatric Hospitals,1950,36.304102564102564,Yes
    National University Hospital,2018,70793,Specialist Outpatient Clinics,5106088,Community Hospitals,1778,39.816085489313835,Yes
    National University Hospital,2018,70793,Specialist Outpatient Clinics,5106088,Nursing Homes,15205,4.655902663597501,No
    National University Hospital,2018,70793,Accident & Emergency Departments,1005403,Acute Hospitals,10826,6.539164973212636,No
    National University Hospital,2018,70793,Accident & Emergency Departments,1005403,Psychiatric Hospitals,1950,36.304102564102564,Yes
    National University Hospital,2018,70793,Accident & Emergency Departments,1005403,Community Hospitals,1778,39.816085489313835,Yes
    National University Hospital,2018,70793,Accident & Emergency Departments,1005403,Nursing Homes,15205,4.655902663597501,No
    National University Hospital,2018,70793,Polyclinics,6323814,Acute Hospitals,10826,6.539164973212636,No
    National University Hospital,2018,70793,Polyclinics,6323814,Psychiatric Hospitals,1950,36.304102564102564,Yes
    National University Hospital,2018,70793,Polyclinics,6323814,Community Hospitals,1778,39.816085489313835,Yes
    National University Hospital,2018,70793,Polyclinics,6323814,Nursing Homes,15205,4.655902663597501,No
    National University Hospital,2018,70793,Dental Clinics,1083669,Acute Hospitals,10826,6.539164973212636,No
    National University Hospital,2018,70793,Dental Clinics,1083669,Psychiatric Hospitals,1950,36.304102564102564,Yes
    National University Hospital,2018,70793,Dental Clinics,1083669,Community Hospitals,1778,39.816085489313835,Yes
    National University Hospital,2018,70793,Dental Clinics,1083669,Nursing Homes,15205,4.655902663597501,No
    National University Hospital,2018,70793,Day Surgeries,351615,Acute Hospitals,10826,6.539164973212636,No
    National University Hospital,2018,70793,Day Surgeries,351615,Psychiatric Hospitals,1950,36.304102564102564,Yes
    National University Hospital,2018,70793,Day Surgeries,351615,Community Hospitals,1778,39.816085489313835,Yes
    National University Hospital,2018,70793,Day Surgeries,351615,Nursing Homes,15205,4.655902663597501,No
    Singapore General Hospital,2018,81357,Acute Hospitals Admissions,584819,Acute Hospitals,10826,7.514963975614262,No
    Singapore General Hospital,2018,81357,Acute Hospitals Admissions,584819,Psychiatric Hospitals,1950,41.721538461538465,Yes
    Singapore General Hospital,2018,81357,Acute Hospitals Admissions,584819,Community Hospitals,1778,45.757592800899886,Yes
    Singapore General Hospital,2018,81357,Acute Hospitals Admissions,584819,Nursing Homes,15205,5.350674120355146,No
    Singapore General Hospital,2018,81357,Psychiatric Hospitals Admissions,9215,Acute Hospitals,10826,7.514963975614262,No
    Singapore General Hospital,2018,81357,Psychiatric Hospitals Admissions,9215,Psychiatric Hospitals,1950,41.721538461538465,Yes
    Singapore General Hospital,2018,81357,Psychiatric Hospitals Admissions,9215,Community Hospitals,1778,45.757592800899886,Yes
    Singapore General Hospital,2018,81357,Psychiatric Hospitals Admissions,9215,Nursing Homes,15205,5.350674120355146,No
    Singapore General Hospital,2018,81357,Community Hospitals Admissions,17899,Acute Hospitals,10826,7.514963975614262,No
    Singapore General Hospital,2018,81357,Community Hospitals Admissions,17899,Psychiatric Hospitals,1950,41.721538461538465,Yes
    Singapore General Hospital,2018,81357,Community Hospitals Admissions,17899,Community Hospitals,1778,45.757592800899886,Yes
    Singapore General Hospital,2018,81357,Community Hospitals Admissions,17899,Nursing Homes,15205,5.350674120355146,No
    Singapore General Hospital,2018,81357,Specialist Outpatient Clinics,5106088,Acute Hospitals,10826,7.514963975614262,No
    Singapore General Hospital,2018,81357,Specialist Outpatient Clinics,5106088,Psychiatric Hospitals,1950,41.721538461538465,Yes
    Singapore General Hospital,2018,81357,Specialist Outpatient Clinics,5106088,Community Hospitals,1778,45.757592800899886,Yes
    Singapore General Hospital,2018,81357,Specialist Outpatient Clinics,5106088,Nursing Homes,15205,5.350674120355146,No
    Singapore General Hospital,2018,81357,Accident & Emergency Departments,1005403,Acute Hospitals,10826,7.514963975614262,No
    Singapore General Hospital,2018,81357,Accident & Emergency Departments,1005403,Psychiatric Hospitals,1950,41.721538461538465,Yes
    Singapore General Hospital,2018,81357,Accident & Emergency Departments,1005403,Community Hospitals,1778,45.757592800899886,Yes
    Singapore General Hospital,2018,81357,Accident & Emergency Departments,1005403,Nursing Homes,15205,5.350674120355146,No
    Singapore General Hospital,2018,81357,Polyclinics,6323814,Acute Hospitals,10826,7.514963975614262,No
    Singapore General Hospital,2018,81357,Polyclinics,6323814,Psychiatric Hospitals,1950,41.721538461538465,Yes
    Singapore General Hospital,2018,81357,Polyclinics,6323814,Community Hospitals,1778,45.757592800899886,Yes
    Singapore General Hospital,2018,81357,Polyclinics,6323814,Nursing Homes,15205,5.350674120355146,No
    Singapore General Hospital,2018,81357,Dental Clinics,1083669,Acute Hospitals,10826,7.514963975614262,No
    Singapore General Hospital,2018,81357,Dental Clinics,1083669,Psychiatric Hospitals,1950,41.721538461538465,Yes
    Singapore General Hospital,2018,81357,Dental Clinics,1083669,Community Hospitals,1778,45.757592800899886,Yes
    Singapore General Hospital,2018,81357,Dental Clinics,1083669,Nursing Homes,15205,5.350674120355146,No
    Singapore General Hospital,2018,81357,Day Surgeries,351615,Acute Hospitals,10826,7.514963975614262,No
    Singapore General Hospital,2018,81357,Day Surgeries,351615,Psychiatric Hospitals,1950,41.721538461538465,Yes
    Singapore General Hospital,2018,81357,Day Surgeries,351615,Community Hospitals,1778,45.757592800899886,Yes
    Singapore General Hospital,2018,81357,Day Surgeries,351615,Nursing Homes,15205,5.350674120355146,No
    Tan Tock Seng Hospital,2018,59019,Acute Hospitals Admissions,584819,Acute Hospitals,10826,5.451598004803252,No
    Tan Tock Seng Hospital,2018,59019,Acute Hospitals Admissions,584819,Psychiatric Hospitals,1950,30.266153846153845,Yes
    Tan Tock Seng Hospital,2018,59019,Acute Hospitals Admissions,584819,Community Hospitals,1778,33.194038245219346,Yes
    Tan Tock Seng Hospital,2018,59019,Acute Hospitals Admissions,584819,Nursing Homes,15205,3.8815521210128248,No
    Tan Tock Seng Hospital,2018,59019,Psychiatric Hospitals Admissions,9215,Acute Hospitals,10826,5.451598004803252,No
    Tan Tock Seng Hospital,2018,59019,Psychiatric Hospitals Admissions,9215,Psychiatric Hospitals,1950,30.266153846153845,Yes
    Tan Tock Seng Hospital,2018,59019,Psychiatric Hospitals Admissions,9215,Community Hospitals,1778,33.194038245219346,Yes
    Tan Tock Seng Hospital,2018,59019,Psychiatric Hospitals Admissions,9215,Nursing Homes,15205,3.8815521210128248,No
    Tan Tock Seng Hospital,2018,59019,Community Hospitals Admissions,17899,Acute Hospitals,10826,5.451598004803252,No
    Tan Tock Seng Hospital,2018,59019,Community Hospitals Admissions,17899,Psychiatric Hospitals,1950,30.266153846153845,Yes
    Tan Tock Seng Hospital,2018,59019,Community Hospitals Admissions,17899,Community Hospitals,1778,33.194038245219346,Yes
    Tan Tock Seng Hospital,2018,59019,Community Hospitals Admissions,17899,Nursing Homes,15205,3.8815521210128248,No
    Tan Tock Seng Hospital,2018,59019,Specialist Outpatient Clinics,5106088,Acute Hospitals,10826,5.451598004803252,No
    Tan Tock Seng Hospital,2018,59019,Specialist Outpatient Clinics,5106088,Psychiatric Hospitals,1950,30.266153846153845,Yes
    Tan Tock Seng Hospital,2018,59019,Specialist Outpatient Clinics,5106088,Community Hospitals,1778,33.194038245219346,Yes
    Tan Tock Seng Hospital,2018,59019,Specialist Outpatient Clinics,5106088,Nursing Homes,15205,3.8815521210128248,No
    Tan Tock Seng Hospital,2018,59019,Accident & Emergency Departments,1005403,Acute Hospitals,10826,5.451598004803252,No
